WorkerId,Value
A1MCWFRCYFK1BX,0
AQPFTUIJ0PW2N,0
A1UVGRTH55TZLH,0
A20G8SL4ZZ38FL,0
A12KQGDA5YYCW7,0
AD9QQRANGJBO1,0
A1HCG3H9LC6ZPQ,0
A1JDPMVFB8HNMH,0
A2NSE2W0XW5TE0,0
A28HQQPBN2MUNR,0
A16EGD2ITJKO4V,0
A2H1UFKV8FSTV2,0
A36CQIFWEDEECU,0
A13GBA16BNTN1A,0
A1EQ8UXKOUDYT4,0
ABVPW8753ZBJO,0
A2NQZ2QIHRXC8A,0
A3MGZCGUPG3BL3,0
AZ7VRPEVTCAIP,0
A2FP41BSPG0Y4A,0
A1V02JOX9YXKF6,0
A2COHYO0JHGJKG,0
A2EFQ053GL6MLK,0
A1OHBXTGGFF2EK,0
A5EJ10KD1ELO4,0
ANS5TI6KAZ5VJ,0
A3JQVOGVJ2OAAX,0
A1W06GIYOJMSAK,0
A2XJH3WC02RMXQ,0
A25KTR0P53BGPW,0
A369AG143K4YH9,0
AH4ERHALTP5ME,0
A332U5R6NCL0X4,0
AQTP7NEWCUGIX,0
A1H8AO3Z2HY5DA,0
A36GR8MUA34VW6,0
A2IOHBFHRC6LT4,0
A2MJMYMAZTL46O,0
A3U5FZX51JBFQW,0
A4806MFWRDL42,0
A2IN5WQVM31V4D,0
AZBJ3AH4LMJW9,0
A3KGCURZJ02L3,0
A3AUVNZR4RZMNW,0
A2MAGMY4JMDD3V,0
A1G8N8ASI40157,0
A3BHOWZ8A7Z2ZU,0
A3OK13TYU0OUUQ,0
A8FDO3RM1NQLE,0
AHV4U78TUUDKI,0
A3DS9DP2JE8I4Z,0
AIC2D8A9UQO8S,0
A3QVB1ZA646NIF,0
AVEV8X13Y4JSR,0
A2C1Z52F4B0CG1,0
A3JGB3OMTOWR6I,0
A24MYCKZ4F1RHO,0
A28SI31QDC5Q3Q,0
A3O0NNIW4KA2PV,0
A2ATPVV665TR66,0
A137V1J5GNNZTH,0
A1LTQFASEA46TV,0
A29NA4283YJ26D,0
A2OS0OZV7GEHBF,0
A1IH7F19OWLD3A,0
A166BS4L4QUBR9,0
ARJDD0Z3R65BD,0
A3E0K9K6AG884X,0
A1UZ91EFSJFUM8,0
A22NKZMWCO24TN,0
AWARV9T9HFWGD,0